Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email Store,Month Number
CA037,20-Jul-18,"4,124.87",0.00,,,946.44,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA037@fiestainsurance.com,7
CA037,21-Jul-18,"1,577.86",0.00,,,"1,410.06",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA037@fiestainsurance.com,7
CA037,22-Jul-18,"2,910.45",0.00,,,250.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA037@fiestainsurance.com,7
CA038,20-Jul-18,"3,458.20",0.00,,,"2,915.76",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA038@fiestainsurance.com,7
CA038,21-Jul-18,"3,503.04",0.00,,,"1,100.88",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA038@fiestainsurance.com,7
CA038,22-Jul-18,"2,414.19",0.00,,,244.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA038@fiestainsurance.com,7
CA039,20-Jul-18,"4,221.76",0.00,,,"1,069.00",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA039@fiestainsurance.com,7
CA039,21-Jul-18,988.42,0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA039@fiestainsurance.com,7
CA039,22-Jul-18,"2,733.13",0.00,,,527.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA039@fiestainsurance.com,7
CA040,20-Jul-18,590.76,0.00,,,90.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA040@fiestainsurance.com,7
CA040,21-Jul-18,511.88,0.00,,,371.76,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA040@fiestainsurance.com,7
CA040,22-Jul-18,222.10,0.00,,,170.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA040@fiestainsurance.com,7
CA041,20-Jul-18,"1,333.23",0.00,,,"1,020.00",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca041@fiestainsurance.com,fiestaca041@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA041@fiestainsurance.com,7
CA041,21-Jul-18,"2,118.21",0.00,,,133.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca041@fiestainsurance.com,fiestaca041@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA041@fiestainsurance.com,7
CA042,20-Jul-18,"3,738.72",0.00,,,180.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca099@fiestainsurance.com,fiestaca099@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA042@fiestainsurance.com,7
CA042,21-Jul-18,"2,224.07",0.00,,,152.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca099@fiestainsurance.com,fiestaca099@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA042@fiestainsurance.com,7
CA042,22-Jul-18,"1,607.14",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca099@fiestainsurance.com,fiestaca099@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA042@fiestainsurance.com,7
CA043,20-Jul-18,"4,445.14",0.00,,,747.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca042@fiestainsurance.com,fiestaca042@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA043@fiestainsurance.com,7
CA043,21-Jul-18,"3,659.38",0.00,,,540.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca042@fiestainsurance.com,fiestaca042@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA043@fiestainsurance.com,7
CA044,20-Jul-18,"2,200.49",0.00,,,142.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca042@fiestainsurance.com,fiestaca042@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA044@fiestainsurance.com,7
CA044,21-Jul-18,"2,093.63",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca042@fiestainsurance.com,fiestaca042@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA044@fiestainsurance.com,7
CA045,20-Jul-18,"2,783.89",0.00,,,"1,152.46",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA045@fiestainsurance.com,7
CA045,21-Jul-18,"2,777.93",0.00,,,566.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA045@fiestainsurance.com,7
CA045,22-Jul-18,"2,651.89",0.00,,,"1,095.00",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA045@fiestainsurance.com,7
CA046,20-Jul-18,705.87,0.00,,,282.10,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA046@fiestainsurance.com,7
CA046,21-Jul-18,938.50,0.00,,,328.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA046@fiestainsurance.com,7
CA047,20-Jul-18,910.01,0.00,,,390.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA047@fiestainsurance.com,7
CA047,21-Jul-18,"1,050.78",0.00,,,485.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA047@fiestainsurance.com,7
CA048,20-Jul-18,820.54,0.00,,,355.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA048@fiestainsurance.com,7
CA048,21-Jul-18,915.66,0.00,,,145.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA048@fiestainsurance.com,7
CA049,20-Jul-18,85.63,0.00,,,602.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA049@fiestainsurance.com,7
CA049,21-Jul-18,183.38,0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA049@fiestainsurance.com,7
CA050,20-Jul-18,"5,159.37",0.00,,,"2,104.00",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA050@fiestainsurance.com,7
CA050,21-Jul-18,"2,047.78",0.00,,,613.25,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA050@fiestainsurance.com,7
CA050,22-Jul-18,"2,618.98",0.00,,,617.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA050@fiestainsurance.com,7
CA054,20-Jul-18,"2,206.78",0.00,,,300.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA054@fiestainsurance.com,7
CA054,21-Jul-18,"1,980.77",0.00,,,"1,765.76",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA054@fiestainsurance.com,7
CA056,20-Jul-18,"3,041.18",0.00,,,"3,130.00",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA056@fiestainsurance.com,7
CA056,21-Jul-18,"4,505.99",0.00,,,534.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA056@fiestainsurance.com,7
CA056,22-Jul-18,"3,836.72",0.00,,,"1,957.00",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA056@fiestainsurance.com,7
CA057,20-Jul-18,"3,350.63",0.00,,,783.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA057@fiestainsurance.com,7
CA057,21-Jul-18,"2,306.89",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA057@fiestainsurance.com,7
CA057,22-Jul-18,"1,349.44",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA057@fiestainsurance.com,7
CA058,20-Jul-18,"1,393.27",0.00,,,279.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA058@fiestainsurance.com,7
CA058,21-Jul-18,"1,552.80",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA058@fiestainsurance.com,7
CA058,22-Jul-18,350.44,0.00,,,84.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA058@fiestainsurance.com,7
CA059,20-Jul-18,"3,144.89",0.00,,,877.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA059@fiestainsurance.com,7
CA059,21-Jul-18,"2,440.38",0.00,,,150.33,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA059@fiestainsurance.com,7
CA059,22-Jul-18,"2,901.25",0.00,,,374.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA059@fiestainsurance.com,7
CA060,20-Jul-18,"1,682.39",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA060@fiestainsurance.com,7
CA060,21-Jul-18,"1,620.40",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA060@fiestainsurance.com,7
CA061,20-Jul-18,739.01,0.00,,,"1,117.00",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA061@fiestainsurance.com,7
CA062,20-Jul-18,-165.00,0.00,,,444.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA062@fiestainsurance.com,7
CA062,21-Jul-18,845.86,0.00,,,678.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA062@fiestainsurance.com,7
CA065,20-Jul-18,"2,488.91",0.00,,,531.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA065@fiestainsurance.com,7
CA065,21-Jul-18,"4,272.63",0.00,,,188.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca065@fiestainsurance.com,fiestaca065_2@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA065@fiestainsurance.com,7
CA066,20-Jul-18,"1,321.44",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA066@fiestainsurance.com,7
CA066,21-Jul-18,506.96,0.00,,,285.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA066@fiestainsurance.com,7
CA066,22-Jul-18,704.50,0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA066@fiestainsurance.com,7
CA067,20-Jul-18,-150.62,0.00,,,"1,556.00",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA067@fiestainsurance.com,7
CA067,21-Jul-18,913.58,0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA067@fiestainsurance.com,7
CA067,22-Jul-18,683.56,0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA067@fiestainsurance.com,7
CA068,20-Jul-18,"1,589.57",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA068@fiestainsurance.com,7
CA068,21-Jul-18,"1,167.37",0.00,,,55.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA068@fiestainsurance.com,7
CA068,22-Jul-18,99.75,0.00,,,275.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA068@fiestainsurance.com,7
CA069,20-Jul-18,"1,809.53",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca031@fiestainsurance.com,fiestaca031@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA069@fiestainsurance.com,7
CA069,21-Jul-18,617.99,0.00,,,510.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca031@fiestainsurance.com,fiestaca031@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA069@fiestainsurance.com,7
CA070,20-Jul-18,454.37,0.00,,,133.66,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA070@fiestainsurance.com,7
CA070,21-Jul-18,609.24,0.00,,,75.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA070@fiestainsurance.com,7
CA071,20-Jul-18,"1,107.90",0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA071@fiestainsurance.com,7
CA071,21-Jul-18,203.48,0.00,,,239.53,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA071@fiestainsurance.com,7
CA072,20-Jul-18,623.96,0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca072@fiestainsurance.com,fiestaca072@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA072@fiestainsurance.com,7
CA072,21-Jul-18,936.22,0.00,,,620.13,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca072@fiestainsurance.com,fiestaca072@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA072@fiestainsurance.com,7
CA074,20-Jul-18,"3,388.66",0.00,,,704.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA074@fiestainsurance.com,7
CA074,21-Jul-18,"2,751.41",0.00,,,538.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA074@fiestainsurance.com,7
CA074,22-Jul-18,240.19,0.00,,,"1,063.14",0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA074@fiestainsurance.com,7
CA075,20-Jul-18,51.72,0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA075@fiestainsurance.com,7
CA075,21-Jul-18,298.46,0.00,,,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA075@fiestainsurance.com,7
CA076,20-Jul-18,"2,174.59",0.00,,,256.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA076@fiestainsurance.com,7
