Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email_Store,Month Number,Report Month
CA113,10-Jul-18,"1,015.29",0,,,"1,250.00",0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,tlagunas@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA113@fiestainsurance.com,7,
CA114,10-Jul-18,785.5,0,,,"2,124.52",0,,0,,0,0,0,0,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA114@fiestainsurance.com,7,
CA115,10-Jul-18,"1,534.36",0,,,254,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA115@fiestainsurance.com,7,
CA117,10-Jul-18,486.31,0,,,309,0,,0,,0,0,0,0,,,fiestaca030@fiestainsurance.com,klopez@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA117@fiestainsurance.com,7,
CA118,10-Jul-18,"2,762.85",0,,,"1,180.00",0,,0,,0,0,0,0,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA118@fiestainsurance.com,7,
CA119,10-Jul-18,66.23,0,,,805.72,0,,0,,0,0,0,0,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA119@fiestainsurance.com,7,
CA120,10-Jul-18,742.08,0,,,0,0,,0,,0,0,0,0,,,fiestaca099@fiestainsurance.com,fiestaca099@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA120@fiestainsurance.com,7,
CA122,10-Jul-18,"1,414.56",0,,,0,0,,0,,0,0,0,0,,,fiestaca099@fiestainsurance.com,rgiardina@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA122@fiestainsurance.com,7,
CA124,10-Jul-18,"3,245.81",0,,,764.44,0,,0,,0,0,0,0,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA124@fiestainsurance.com,7,
CA126,10-Jul-18,918.25,0,,,582.88,0,,0,,0,0,0,0,,,fiestaca126@fiestainsurance.com,fiestaca126@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA126@fiestainsurance.com,7,
CA127,10-Jul-18,"2,015.43",0,,,164,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA127@fiestainsurance.com,7,
CA128,10-Jul-18,997.45,0,,,409,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA128@fiestainsurance.com,7,
CA129,10-Jul-18,435.78,0,,,494,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA129@fiestainsurance.com,7,
CA130,10-Jul-18,"2,050.67",0,,,367,0,,0,,0,0,0,0,,,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA130@fiestainsurance.com,7,
CA131,10-Jul-18,160.39,0,,,"1,047.00",0,,0,,0,0,0,0,,,fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA131@fiestainsurance.com,7,
CA132,10-Jul-18,525.45,0,,,"1,190.00",0,,0,,0,0,0,0,,,fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA132@fiestainsurance.com,7,
CA133,10-Jul-18,367.65,0,,,505.63,0,,0,,0,0,0,0,,,fiestaca131@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA133@fiestainsurance.com,7,
CA136,10-Jul-18,202.25,0,,,0,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA136@fiestainsurance.com,7,
CA137,10-Jul-18,"1,112.83",0,,,0,0,,0,,0,0,0,0,,,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA137@fiestainsurance.com,7,
CA140,10-Jul-18,"1,509.63",0,,,0,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,tlagunas@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA140@fiestainsurance.com,7,
CA141,10-Jul-18,"2,000.33",0,,,0,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,tlagunas@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA141@fiestainsurance.com,7,
CA142,10-Jul-18,853.79,0,,,0,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA142@fiestainsurance.com,7,
CA145,10-Jul-18,"4,533.68",0,,,399.77,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA145@fiestainsurance.com,7,
CA146,10-Jul-18,"1,182.06",0,,,939.13,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA146@fiestainsurance.com,7,
CA147,10-Jul-18,843.04,0,,,80,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA147@fiestainsurance.com,7,
CA148,10-Jul-18,75.47,0,,,832,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA148@fiestainsurance.com,7,
CA150,10-Jul-18,47.74,0,,,170,0,,0,,0,0,0,0,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA150@fiestainsurance.com,7,
CA152,10-Jul-18,"1,264.00",0,,,0,0,,0,,0,0,0,0,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA152@fiestainsurance.com,7,
CA153,10-Jul-18,73,0,,,0,0,,0,,0,0,0,0,,,fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA153@fiestainsurance.com,7,
CA154,10-Jul-18,420.94,0,,,116,0,,0,,0,0,0,0,,,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA154@fiestainsurance.com,7,
CA155,10-Jul-18,885.94,0,,,0,0,,0,,0,0,0,0,,,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA155@fiestainsurance.com,7,
CA157,10-Jul-18,290.68,0,,,0,0,,0,,0,0,0,0,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA157@fiestainsurance.com,7,
CA158,10-Jul-18,76,0,,,0,0,,0,,0,0,0,0,,,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA158@fiestainsurance.com,7,
CA159,10-Jul-18,357.86,0,,,0,0,,0,,0,0,0,0,,,fiestaca007@fiestainsurance.com,fiestaca015@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA159@fiestainsurance.com,7,
CA160,10-Jul-18,"2,355.15",0,,,0,0,,0,,0,0,0,0,,,fiestaca002@fiestainsurance.com,fiestaca002@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA160@fiestainsurance.com,7,
CA161,10-Jul-18,336.91,0,,,"1,513.36",0,,0,,0,0,0,0,,,fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA161@fiestainsurance.com,7,
CA162,10-Jul-18,486.7,0,,,155,0,,0,,0,0,0,0,,,fiestaca082@fiestainsurance.com,fiestaca082@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA162@fiestainsurance.com,7,
CA164,10-Jul-18,"1,014.74",0,,,0,0,,0,,0,0,0,0,,,fiestaca164@fiestainsurance.com,fiestaca164@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA164@fiestainsurance.com,7,
CA166,10-Jul-18,46.61,0,,,748,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA166@fiestainsurance.com,7,
CA167,10-Jul-18,154.52,0,,,0,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA167@fiestainsurance.com,7,
CA168,10-Jul-18,585.76,0,,,498,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestaca023@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA168@fiestainsurance.com,7,
CA169,10-Jul-18,112.02,0,,,0,0,,0,,0,0,0,0,,,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA169@fiestainsurance.com,7,
CA171,10-Jul-18,64.09,0,,,0,0,,0,,0,0,0,0,,,fiestaca171@fiestainsurance.com,fiestaca171@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA171@fiestainsurance.com,7,
CA172,10-Jul-18,677.71,0,,,0,0,,0,,0,0,0,0,,,fiestaca011@fiestainsurance.com,fiestaca011@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA172@fiestainsurance.com,7,
CA177,10-Jul-18,101.61,0,,,0,0,,0,,0,0,0,0,,,fiestaca177@fiestainsurance.com,fiestaca177@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA177@fiestainsurance.com,7,
CA178,10-Jul-18,399.45,0,,,379.37,0,,0,,0,0,0,0,,,fiestaca178@fiestainsurance.com,fiestaca178@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA178@fiestainsurance.com,7,
CA180,10-Jul-18,17,0,,,170.96,0,,0,,0,0,0,0,,,fiestaca180@fiestainsurance.com,fiestaca180@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA180@fiestainsurance.com,7,
CA182,10-Jul-18,194.41,0,,,0,0,,0,,0,0,0,0,,,fiestaca182@fiestainsurance.com,fiestaca182@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA182@fiestainsurance.com,7,
CA184,10-Jul-18,55.07,0,,,136,0,,0,,0,0,0,0,,,fiestaca154@fiestainsurance.com,fiestaca154@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCA184@fiestainsurance.com,7,
CO001,10-Jul-18,"2,673.27",0,,,0,0,,0,,0,0,0,0,,,fiestaco001@fiestainsurance.com,fiestaco001@fiestainsurance.com,acc@fiestainsurance.com,acc_co@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCO001@fiestainsurance.com,7,
CO002,10-Jul-18,"1,341.17",0,,,163.81,0,,0,,0,0,0,0,,,fiestaco001@fiestainsurance.com,fiestaco001@fiestainsurance.com,acc@fiestainsurance.com,acc_co@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaCO002@fiestainsurance.com,7,
FL001,10-Jul-18,698.73,0,,,"2,639.79",0,,0,,0,0,0,0,,,fiestafl001@fiestainsurance.com,fiestafl001b@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL001@fiestainsurance.com,7,
FL004,10-Jul-18,508.37,0,,,0,0,,0,,0,0,0,0,,,fiestafl004@fiestainsurance.com,fiestafl004@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL004@fiestainsurance.com,7,
FL005,10-Jul-18,"1,308.53",0,,,0,0,,0,,0,0,0,0,,,fiestafl014@fiestainsurance.com,fiestafl014@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL005@fiestainsurance.com,7,
FL006,10-Jul-18,304.27,0,,,0,0,,0,,0,0,0,0,,,fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL006@fiestainsurance.com,7,
FL010,10-Jul-18,438.28,0,,,0,0,,0,,0,0,0,0,,,fiestafl010@fiestainsurance.com,fiestafl010@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL010@fiestainsurance.com,7,
FL011,10-Jul-18,358.99,0,,,0,0,,0,,0,0,0,0,,,fiestafl011@fiestainsurance.com,agonzalez@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL011@fiestainsurance.com,7,
FL013,10-Jul-18,179.76,0,,,0,0,,0,,0,0,0,0,,,fiestafl022@fiestainsurance.com,fiestafl013@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL013@fiestainsurance.com,7,
FL014,10-Jul-18,"1,334.34",0,,,0,0,,0,,0,0,0,0,,,fiestafl014@fiestainsurance.com,fiestafl014@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL014@fiestainsurance.com,7,
FL019,10-Jul-18,639.45,0,,,435.54,0,,0,,0,0,0,0,,,fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL019@fiestainsurance.com,7,
FL020,10-Jul-18,156.12,0,,,0,0,,0,,0,0,0,0,,,fiestafl020@fiestainsurance.com,fiestafl020@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL020@fiestainsurance.com,7,
FL021,10-Jul-18,98.51,0,,,0,0,,0,,0,0,0,0,,,fiestafl021@fiestainsurance.com,ymilian@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL021@fiestainsurance.com,7,
FL022,10-Jul-18,542.81,0,,,65.01,0,,0,,0,0,0,0,,,fiestafl022@fiestainsurance.com,fiestafl022@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL022@fiestainsurance.com,7,
FL023,10-Jul-18,638.29,0,,,150.02,0,,0,,0,0,0,0,,,fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL023@fiestainsurance.com,7,
FL024,10-Jul-18,526.04,0,,,0,0,,0,,0,0,0,0,,,fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL024@fiestainsurance.com,7,
FL026,10-Jul-18,158.03,0,,,411.43,0,,0,,0,0,0,0,,,fiestafl026@fiestainsurance.com,fiestafl026@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL026@fiestainsurance.com,7,
FL027,10-Jul-18,119.56,0,,,0,0,,0,,0,0,0,0,,,fiestafl021@fiestainsurance.com,fiestafl021@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL027@fiestainsurance.com,7,
FL028,10-Jul-18,0,0,,,0,0,,0,,0,0,0,0,,,fiestafl011@fiestainsurance.com,fiestafl011@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaFL028@fiestainsurance.com,7,
IL003,10-Jul-18,-31.3,0,,,99,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestail001@fiestainsurance.com,acc@fiestainsurance.com,acc_il@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaIL003@fiestainsurance.com,7,
IL004,10-Jul-18,43,0,,,0,0,,0,,0,0,0,0,,,fiestaca023@fiestainsurance.com,fiestail001@fiestainsurance.com,acc@fiestainsurance.com,acc_il@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaIL004@fiestainsurance.com,7,
NM001,10-Jul-18,47,0,,,244,0,,0,,0,0,0,0,,,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,acc_nm@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaNM001@fiestainsurance.com,7,
NM002,10-Jul-18,"2,076.67",0,,,254,0,,0,,0,0,0,0,,,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,acc_nm@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaNM002@fiestainsurance.com,7,
NM003,10-Jul-18,821.85,0,,,298.55,0,,0,,0,0,0,0,,,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,acc_nm@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaNM003@fiestainsurance.com,7,
NM004,10-Jul-18,242,0,,,0,0,,0,,0,0,0,0,,,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,acc_nm@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaNM004@fiestainsurance.com,7,
NM005,10-Jul-18,578.69,0,,,222.02,0,,0,,0,0,0,0,,,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,acc_nm@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaNM005@fiestainsurance.com,7,
OH001,10-Jul-18,"1,845.40",0,,,0,0,,0,,0,0,0,0,,,fiestaoh001@fiestainsurance.com,fiestaoh001@fiestainsurance.com,acc@fiestainsurance.com,acc_oh@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaOH001@fiestainsurance.com,7,
PA002,10-Jul-18,0,0,,,0,0,,0,,0,0,0,0,,,fiestapa002@fiestainsurance.com,fiestapa002@fiestainsurance.com,acc@fiestainsurance.com,acc_pa@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaPA002@fiestainsurance.com,7,
TX003,10-Jul-18,456.02,0,,,130,0,,0,,0,0,0,0,,,fiestatx003@fiestainsurance.com,fiestatx003@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX003@fiestainsurance.com,7,
TX008,10-Jul-18,971.1,0,,,0,0,,0,,0,0,0,0,,,fiestatx008@fiestainsurance.com,fiestatx008@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX008@fiestainsurance.com,7,
TX009,10-Jul-18,926.17,0,,,0,0,,0,,0,0,0,0,,,fiestatx009@fiestainsurance.com,fiestatx018@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX009@fiestainsurance.com,7,
TX013,10-Jul-18,"1,161.99",0,,,0,0,,0,,0,0,0,0,,,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX013@fiestainsurance.com,7,
TX014,10-Jul-18,725.94,0,,,215,0,,0,,0,0,0,0,,,fiestatx032@fiestainsurance.com,pcastro@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX014@fiestainsurance.com,7,
TX015,10-Jul-18,775.51,0,,,258,0,,0,,0,0,0,0,,,fiestanm001@fiestainsurance.com,fiestanm001@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX015@fiestainsurance.com,7,
TX017,10-Jul-18,662.52,0,,,"1,108.43",0,,0,,0,0,0,0,,,fiestatx017@fiestainsurance.com,fiestatx017@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX017@fiestainsurance.com,7,
TX018,10-Jul-18,298.75,0,,,0,0,,0,,0,0,0,0,,,fiestatx009@fiestainsurance.com,fiestatx018@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX018@fiestainsurance.com,7,
TX019,10-Jul-18,574.09,0,,,175,0,,0,,0,0,0,0,,,fiestatx019@fiestainsurance.com,fiestatx019@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX019@fiestainsurance.com,7,
TX020,10-Jul-18,-73.98,0,,,479.51,0,,0,,0,0,0,0,,,fiestatx032@fiestainsurance.com,pcastro@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,fiestaTX020@fiestainsurance.com,7,
